threshold,roc_auc,pr_auc,accuracy,precision,recall,f1,tp,fp,tn,fn,positive_rate_true,positive_rate_pred,segment,n
0.5,0.8839427662957076,0.48818346046151634,0.8,0.38461538461538464,0.8108108108108109,0.5217391304347826,30,48,190,7,0.13454545454545455,0.28363636363636363,red,275
0.5,0.7951146076146076,0.47909720679010254,0.7135614702154626,0.4055727554179567,0.793939393939394,0.5368852459016393,131,192,432,34,0.20912547528517111,0.4093789607097592,white,789
