cv_roc_auc_mean,cv_roc_auc_std,cv_pr_auc_mean,cv_pr_auc_std,model
0.8567663822738414,0.013773773500557907,0.5875821038226071,0.03288698585538517,rf
0.8319219032708594,0.018631286287559,0.5190917411567799,0.029040329961852067,logreg
